fifa_version,season_label,n,intercept,slope,r2,rmse
16,FIFA 16,15390,6.209604391766329,4.492758457077311,0.9298536137921312,1.520601313021149
17,FIFA 17,17286,8.772436236145195,4.34881810253786,0.933559178263845,1.460096376824016
18,FIFA 18,17713,13.363322551531706,3.9976407776011493,0.9249513614481248,1.5068460365293381
19,FIFA 19,17844,13.420549152762753,4.006733666303863,0.925609054027515,1.5035267384960633
20,FIFA 20,18233,14.50867533853066,3.9289206060580844,0.9296639703337386,1.4431417883728512
21,FIFA 21,18707,7.262800685500161,4.367708506051308,0.946506750701932,1.2628827850259212
22,FIFA 22,19211,7.305475226171549,4.369537691958241,0.9456463498411255,1.2573668787603174
all,All eligible rows,124384,10.742505441082267,4.170874750806568,0.9241478254311735,1.5226022570842692
