rank_vfm,fifa_version,season_label,dataset_gender,sofifa_id,short_name,long_name,age,primary_position,position_group,overall,potential,performance_score,value_eur,wage_eur,annual_wage_eur,total_cost_eur,cost_million_eur,vfm_index,vfm_formula_1_index,vfm_formula_2_index,vfm_formula_3_raw,regression_residual,club_name,league_name,nationality_name,player_url,cost_performance_segment,rank_young_vfm
320,22,FIFA 22,male,242879,M. Vandevoordt,Maarten Vandevoordt,19,GK,GK,71,87,77.0,4300000.0,3000.0,156000.0,4456000.0,4.456,98.33949299880275,95.23710374264743,98.64660871375774,0.4906345918278094,2.7979414145750923,KRC Genk,Belgian Jupiler Pro League,Belgium,https://sofifa.com/player/242879/maarten-vandevoordt/220002,high_perf_high_cost__premium_star,23
321,22,FIFA 22,male,243573,A. Racioppi,Anthony Racioppi,22,GK,GK,70,75,73.62,2000000.0,2000.0,104000.0,2104000.0,2.104,98.33428764770184,96.98610171256053,98.474832127427,0.4891263630355979,2.6968903751248803,Dijon FCO,French Ligue 2,Switzerland,https://sofifa.com/player/243573/anthony-racioppi/220002,mid_market,24
327,22,FIFA 22,male,253695,L. Takács,Ladislav Takács,24,CB,DEF,72,76,75.2375,3000000.0,600.0,31200.0,3031200.0,3.0312,98.30305554109626,96.0803706209984,98.53729634063818,0.4848419291478805,2.718992898349597,SK Slavia Praha,Czech Republic Gambrinus Liga,Czech Republic,https://sofifa.com/player/253695/ladislav-takacs/220002,high_perf_high_cost__premium_star,25
328,22,FIFA 22,male,241696,H. De La Fuente,Hernán De La Fuente,24,RB,DEF,71,75,74.81,2500000.0,5000.0,260000.0,2760000.0,2.76,98.29785018999532,96.2781739628338,98.49565353183073,0.4836650721680714,2.7010403528824725,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,Argentina,https://sofifa.com/player/241696/hernan-de-la-fuente/220002,high_perf_high_cost__premium_star,26
329,22,FIFA 22,male,240091,G. Vicario,Guglielmo Vicario,24,GK,GK,71,77,75.22,2400000.0,12000.0,624000.0,3024000.0,3.024,98.2926448388944,96.0647545676956,98.5060642340326,0.4835784439943013,2.711884190402003,Empoli,Italian Serie A,Italy,https://sofifa.com/player/240091/guglielmo-vicario/220002,high_perf_high_cost__premium_star,27
339,22,FIFA 22,male,225995,P. Stojanović,Petar Stojanović,25,RB,DEF,71,75,74.215,2400000.0,550.0,28600.0,2428600.0,2.4286,98.24059132788506,96.48118265577014,98.43839466972048,0.4799142522524762,2.664972697181838,Empoli,Italian Serie A,Slovenia,https://sofifa.com/player/225995/petar-stojanovic/220002,mid_market,28
340,22,FIFA 22,male,239950,Pêpê,Pedro Filipe Figueiredo Rodrigues,24,CDM,MID,72,77,75.5025,3200000.0,800.0,41600.0,3241600.0,3.2416,98.23538597678412,95.74722815053876,98.46442142522514,0.4780663259195432,2.6907600711819697,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,Portugal,https://sofifa.com/player/239950/pedro-filipe-rodrigues/220002,high_perf_high_cost__premium_star,29
349,22,FIFA 22,male,229150,P. Hatzidiakos,Pantelis Chatzidiakos,24,CB,DEF,71,77,75.1525,2700000.0,6000.0,312000.0,3012000.0,3.012,98.18853781687574,95.85133517255738,98.42277861641767,0.4743754449419577,2.661758114858884,AZ Alkmaar,Holland Eredivisie,Greece,https://sofifa.com/player/229150/pantelis-hatzidiakos/220002,high_perf_high_cost__premium_star,30
355,22,FIFA 22,male,239808,M. Sáček,Michal Sáček,24,CDM,MID,73,77,76.4525,4000000.0,750.0,39000.0,4039000.0,4.039,98.15730571027017,94.96122013429806,98.45401072302326,0.4709787861389779,2.6797674691624707,AC Sparta Praha,Czech Republic Gambrinus Liga,Czech Republic,https://sofifa.com/player/239808/michal-sacek/220002,high_perf_high_cost__premium_star,31
356,22,FIFA 22,male,236696,A. Chatzigiovanis,Anastasios Chatzigiovanis,24,RW,ATT,71,77,75.16,3000000.0,600.0,31200.0,3031200.0,3.0312,98.15210035916922,95.7212013950341,98.40716256311488,0.4704720192908289,2.641492898349597,Panathinaikos FC,Greek Super League,Greece,https://sofifa.com/player/236696/anastasios-chatzigiovanis/220002,high_perf_high_cost__premium_star,32
361,22,FIFA 22,male,228616,D. Bertaud,Dimitry Bertaud,23,GK,GK,72,77,75.63,2800000.0,11000.0,572000.0,3372000.0,3.372,98.12607360366457,95.37244287127167,98.41236791421582,0.4688485287600286,2.6459299041340927,Montpellier Hérault SC,French Ligue 1,France,https://sofifa.com/player/228616/dimitry-bertaud/220002,high_perf_high_cost__premium_star,33
365,22,FIFA 22,male,233642,A. Laïdouni,Aïssa Bilal Laïdouni,24,CDM,MID,70,75,73.755,2200000.0,500.0,26000.0,2226000.0,2.226,98.10525219926085,96.413513091458,98.28743948779343,0.4671965149038196,2.585597311018631,Ferencvárosi TC,Hungarian Nemzeti Bajnokság I,France,https://sofifa.com/player/233642/aissa-laidouni/220002,mid_market,34
366,22,FIFA 22,male,213209,K. Acosta,Kellyn Kai Perry-Acosta,25,CDM,MID,71,76,74.72,2500000.0,5000.0,260000.0,2760000.0,2.76,98.1000468481599,95.88777263026392,98.35510905210556,0.4669774349147207,2.611040352882469,Colorado Rapids,USA Major League Soccer,United States,https://sofifa.com/player/213209/kellyn-acosta/220002,high_perf_high_cost__premium_star,35
368,22,FIFA 22,male,228120,K. Paal,Kenneth Paal,24,LB,DEF,71,77,75.2575,2800000.0,6000.0,312000.0,3112000.0,3.112,98.08963614595804,95.58065691530894,98.37593045650928,0.4666325887583241,2.6240433958814293,PEC Zwolle,Holland Eredivisie,Netherlands,https://sofifa.com/player/228120/kenneth-paal/220002,high_perf_high_cost__premium_star,36
370,22,FIFA 22,male,224836,V. Milinković-Savić,Vanja Milinković-Savić,24,GK,GK,70,75,74.4,1900000.0,13000.0,676000.0,2576000.0,2.576,98.07922544375616,95.97626359897976,98.30826089219715,0.4651250369454143,2.592507192237917,Torino F.C.,Italian Serie A,Serbia,https://sofifa.com/player/224836/vanja-milinkovic-savic/220002,high_perf_high_cost__premium_star,37
374,22,FIFA 22,female,261833,Joana Marchão,Joana Filipa Gaspar Marchão,24,LB,DEF,71,76,74.49,2600000.0,700.0,36400.0,2636400.0,2.6364,98.05840403935244,95.89297798136484,98.28223413669252,0.4625031342381247,2.581236457460349,,,Portugal,https://sofifa.com/player/261833/joana-filipa-gaspar-marchao/220002,high_perf_high_cost__premium_star,38
377,22,FIFA 22,male,213272,L. Cháves,Lucas Abraham Chávez,25,GK,GK,73,78,76.37,3600000.0,8000.0,416000.0,4016000.0,4.016,98.04278798604966,94.58643485503096,98.36551975430744,0.4604397018161053,2.622220818657496,Argentinos Juniors,Argentina Primera División,Argentina,https://sofifa.com/player/213272/lucas-chaves/220002,high_perf_high_cost__premium_star,39
382,22,FIFA 22,male,226130,F. Miguel,Florian Miguel,24,CB,DEF,71,75,74.6825,2400000.0,7000.0,364000.0,2764000.0,2.764,98.016761230545,95.67955858622663,98.26661808338972,0.4588176628089224,2.5672122763094904,SD Huesca,Spanish Segunda División,France,https://sofifa.com/player/226130/florian-miguel/220002,high_perf_high_cost__premium_star,40
387,22,FIFA 22,male,239845,K. Galanopoulos,Konstantinos Galanopoulos,23,CM,MID,72,78,76.03,3700000.0,850.0,44200.0,3744200.0,3.7442,97.99073447504034,94.67492582374682,98.2926448388944,0.4557833604612623,2.5884309778205647,AEK Athens,Greek Super League,Greece,https://sofifa.com/player/239845/konstantinos-galanopoulos/220002,high_perf_high_cost__premium_star,41
395,22,FIFA 22,male,231413,M. Verrips,Michael Robin Verrips,24,GK,GK,69,75,73.66,1800000.0,8000.0,416000.0,2216000.0,2.216,97.94909166623287,96.0959866743012,98.13648430586645,0.4533330317438152,2.5102710755675304,Sheffield United,English League Championship,Netherlands,https://sofifa.com/player/231413/michael-verrips/220002,mid_market,42
404,22,FIFA 22,male,251675,Douglas Augusto,Douglas Augusto Soares Gomes,24,CM,MID,72,76,75.5,3300000.0,900.0,46800.0,3346800.0,3.3468,97.90224350632452,94.9039612721878,98.21976992348134,0.4509939360127466,2.5487074338715274,PAOK,Greek Super League,Brazil,https://sofifa.com/player/251675/douglas-augusto-soares-gomes/220002,high_perf_high_cost__premium_star,43
405,22,FIFA 22,male,241004,F. Carballo,Felipe Ignacio Carballo Ares,24,CM,MID,71,76,74.76,2800000.0,750.0,39000.0,2839000.0,2.839,97.89703815522356,95.33600541356516,98.16251106137108,0.4508816661361489,2.527726809604445,Club Nacional de Football,Uruguayan Primera División,Uruguay,https://sofifa.com/player/241004/felipe-carballo/220002,high_perf_high_cost__premium_star,44
407,22,FIFA 22,male,246444,T. Iwata,岩田 智輝,24,CB,DEF,70,75,74.205,2200000.0,6000.0,312000.0,2512000.0,2.512,97.8866274530217,95.69517463952944,98.12607360366457,0.4499293477033804,2.5074384236269367,Yokohama F. Marinos,Japanese J. League Division 1,Japan,https://sofifa.com/player/246444/tomoki-iwata/220002,mid_market,45
408,22,FIFA 22,male,236823,I. Pettersson,Carl Isak Emanuel Pettersson,24,GK,GK,70,77,74.78,2700000.0,3000.0,156000.0,2856000.0,2.856,97.88142210192078,95.30477330695956,98.15730571027017,0.449615984145061,2.52163994909101,Toulouse Football Club,French Ligue 2,Sweden,https://sofifa.com/player/236823/isak-pettersson/220002,high_perf_high_cost__premium_star,46
416,22,FIFA 22,male,243270,Heriberto Tavares,Heriberto Moreno Borges Tavares,24,RW,ATT,70,76,74.7025,2500000.0,6000.0,312000.0,2812000.0,2.812,97.83977929311332,95.30997865806049,98.14168965696736,0.4481816230490498,2.511981675535651,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,Portugal,https://sofifa.com/player/243270/heriberto-borges-tavares/220002,high_perf_high_cost__premium_star,47
419,22,FIFA 22,male,236038,K. Duncan,Kyle Duncan,23,RB,DEF,72,78,76.0,3500000.0,5000.0,260000.0,3760000.0,3.76,97.82416323981052,94.23767633126856,98.18853781687574,0.4467124344048829,2.5400309407343684,New York Red Bulls,USA Major League Soccer,United States,https://sofifa.com/player/236038/kyle-duncan/220002,high_perf_high_cost__premium_star,48
422,22,FIFA 22,male,259036,V. Korniienko,Viktor Korniienko,22,LB,DEF,71,82,76.2975,4000000.0,500.0,26000.0,4026000.0,4.026,97.80854718650774,93.86289105200146,98.18333246577482,0.4449248841215917,2.53885402219548,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,https://sofifa.com/player/259036/viktor-korniienko/220002,high_perf_high_cost__premium_star,49
430,22,FIFA 22,male,251532,M. Elia,Meschack Elia Lina,23,ST,ATT,71,77,75.73750000000001,3000000.0,11000.0,572000.0,3572000.0,3.572,97.76690437770029,94.2168549268648,98.09484149705898,0.4407751809603797,2.5016588627417637,BSC Young Boys,Swiss Super League,Congo DR,https://sofifa.com/player/251532/meschack-elia/220002,high_perf_high_cost__premium_star,50
436,22,FIFA 22,male,253012,L. Morales,Lautaro Alberto Morales,21,GK,GK,72,85,77.51,5000000.0,6000.0,312000.0,5312000.0,5.312,97.73567227109469,92.13991983759304,98.19374316797668,0.4387992697926233,2.540139913203447,Club Atlético Lanús,Argentina Primera División,Argentina,https://sofifa.com/player/253012/lautaro-morales/220002,high_perf_high_cost__premium_star,51
438,22,FIFA 22,male,213418,C. Akpom,Chuba Akpom,25,ST,ATT,71,75,74.38,2600000.0,950.0,49400.0,2649400.0,2.6494,97.72526156889282,95.2110769871428,97.99593982614128,0.4380089931691278,2.449743369173376,PAOK,Greek Super League,England,https://sofifa.com/player/213418/chuba-akpom/220002,high_perf_high_cost__premium_star,52
